abacus,abacuses|abaci,abacus's|abacus',abacuses'|abaci's
synonymy,synonymies,synonymy's,synonymies'
synopsis,synopses,synopsis's|synopsis',synopses'
syntagm,syntagms,syntagm's,syntagms'
syntagma,syntagmata,syntagma's,syntagmata's
syntagma,syntagtagmata,syntagma's,syntagtagmata's
synthesis,syntheses,synthesis's|synthesis',syntheses'
syphiloma,syphilomas,syphiloma's,syphilomas'
syphiloma,syphilomata,syphiloma's,syphilomata's
syrinx,syringes,syrinx's,syringes'
syrinx,syrinxes,syrinx's,syrinxes'
syssarcosis,syssarcoses,syssarcosis's|syssarcosis',syssarcoses'
syzygy,syzygies,syzygy's,syzygies'
t-man,t-men,t-man's,t-men's
tabby,tabbies,tabby's,tabbies'
tableau,tableaus,tableau's,tableaus'
tableau,tableaux,tableau's,tableaux's
taboo,taboos,taboo's,taboos'
tabu,tabus,tabu's,tabus'
taco,tacos,taco's,tacos'
taenia,taeniae,taenia's,taeniae's
taffy,taffies,taffy's,taffies'
tagalog,tagalogs,tagalog's,tagalogs'
taille,tailles,taille's,tailles'
taino,tainos,taino's,tainos'
taler,talers,taler's,talers'
talisman,talismans,talisman's,talismans'
tallith,tallaisim,tallith's,tallaisim's
tallith,tallithes,tallith's,tallithes'
tallith,tallitoth,tallith's,tallitoth's
tally,tallies,tally's,tallies'
tally-ho,tally-hos,tally-ho's,tally-hos'
tallyman,tallymen,tallyman's,tallymen's
talus,tali,talus's|talus',tali's
talus,taluses,talus's|talus',taluses'
tamarind,tamarinds,tamarind's,tamarinds'
tamarindo,tamarindos,tamarindo's,tamarindos'
tamil,tamils,tamil's,tamils'
tamis,tamises,tamis's|tamis',tamises'
tammy,tammies,tammy's,tammies'
tangelo,tangelos,tangelo's,tangelos'
tango,tangos,tango's,tangos'
tanka,tankas,tanka's,tankas'
tansy,tansies,tansy's,tansies'
tantivy,tantivies,tantivy's,tantivies'
tapetum,tapeta,tapetum's,tapeta's
tapir,tapirs,tapir's,tapirs'
tarantula,tarantulae,tarantula's,tarantulae's
tarantula,tarantulas,tarantula's,tarantulas'
taro,taros,taro's,taros'
tarpon,tarpons,tarpon's,tarpons'
tarsometatarsus,tarsometatarsi,tarsometatarsus's|tarsometatarsus',tarsometatarsi's
tarsus,tarsi,tarsus's|tarsus',tarsi's
tattoo,tattoos,tattoo's,tattoos'
tautology,tautologies,tautology's,tautologies'
taxi,taxies,taxi's,taxies'
taxi,taxis,taxi's,taxis'
taxon,taxa,taxon's,taxa's
teal,teals,teal's,teals'
technocracy,technocracies,technocracy's,technocracies'
technology,technologies,technology's,technologies'
tectrix,tectrices,tectrix's,tectrices'
tegmen,tegmina,tegmen's,tegmina's
tela,telae,tela's,telae's
telamon,telamones,telamon's,telamones'
telamon,telamons,telamon's,telamons'
telangiectasia,telangiectases,telangiectasia's,telangiectases'
telangiectasis,telangiectases,telangiectasis's|telangiectasis',telangiectases'
telium,telia,telium's,telia's
telly,tellies,telly's,tellies'
telugu,telugus,telugu's,telugus'
temne,temnes,temne's,temnes'
tempo,tempi,tempo's,tempi's
tempo,tempos,tempo's,tempos'
tenaculum,tenacula,tenaculum's,tenacula's
tenancy,tenancies,tenancy's,tenancies'
tendency,tendencies,tendency's,tendencies'
tenderfoot,tenderfeet,tenderfoot's,tenderfeet's
tenderfoot,tenderfoots,tenderfoot's,tenderfoots'
tenia,taeniae,tenia's,taeniae's
tenia,teniae,tenia's,teniae's
tenno,tennos,tenno's,tennos'
tenorrhaphy,tenorrhaphies,tenorrhaphy's,tenorrhaphies'
tenotomy,tenotomies,tenotomy's,tenotomies'
tenuis,tenues,tenuis's|tenuis',tenues'
teocalli,teocallis,teocalli's,teocallis'
teraph,teraphim,teraph's,teraphim's
tercentennial,tercentennials,tercentennial's,tercentennials'
teredo,teredines,teredo's,teredines'
teredo,teredos,teredo's,teredos'
tergum,terga,tergum's,terga's
terminology,terminologies,terminology's,terminologies'
terminus,termini,terminus's|terminus',termini's
terminus,terminuses,terminus's|terminus',terminuses'
terrarium,terrarraria,terrarium's,terrarraria's
terrarium,terrarrariums,terrarium's,terrarrariums'
terzetto,terzetti,terzetto's,terzetti's
terzetto,terzettos,terzetto's,terzettos'
tessera,tesserae,tessera's,tesserae's
testa,testae,testa's,testae's
testimony,testimonies,testimony's,testimonies'
testis,testes,testis's|testis',testes'
testudo,testudines,testudo's,testudines'
tete-a-tete,tete-a-tetes,tete-a-tete's,tete-a-tetes'
tetra,tetras,tetra's,tetras'
tetrahedron,tetrahedra,tetrahedron's,tetrahedra's
tetrahedron,tetrahedrons,tetrahedron's,tetrahedrons'
tetralogy,tetralogies,tetralogy's,tetralogies'
tetrapody,tetrapodies,tetrapody's,tetrapodies'
thai,thais,thai's,thais'
thalamencephalon,thalamencephala,thalamencephalon's,thalamencephala's
thalamencephalon,thalamencephalons,thalamencephalon's,thalamencephalons'
thalamus,thalami,thalamus's|thalamus',thalami's
thallus,thalli,thallus's|thallus',thalli's
thallus,thalluses,thallus's|thallus',thalluses'
thearchy,thearchies,thearchy's,thearchies'
theatre-in-the-round,theatres-in-the-round,theatre-in-the-round's,theatres-in-the-round's
theca,thecae,theca's,thecae's
theocracy,theocracies,theocracy's,theocracies'
theodicy,theodicies,theodicy's,theodicies'
theogony,theogonies,theogony's,theogonies'
theology,theologies,theology's,theologies'
theomachy,theomachies,theomachy's,theomachies'
theophagy,theophagies,theophagy's,theophagies'
theophany,theophanies,theophany's,theophanies'
theorbo,theorbos,theorbo's,theorbos'
therapy,therapies,therapy's,therapies'
thesaurus,thesauri,thesaurus's|thesaurus',thesauri's
thesaurus,thesauruses,thesaurus's|thesaurus',thesauruses'
thesis,theses,thesis's|thesis',theses'
theurgy,theurgies,theurgy's,theurgies'
thickleaf,thickleaves,thickleaf's,thickleaves'
thief,thieves,thief's,thieves'
thirty-twomo,thirty-twomos,thirty-twomo's,thirty-twomos'
tholos,tholoi,tholos's|tholos',tholoi's
thoracotomy,thoracotomies,thoracotomy's,thoracotomies'
thorax,thoraces,thorax's,thoraces'
thorax,thoraxes,thorax's,thoraxes'
thou,thous,thou's,thous'
threadfin,threadfins,threadfin's,threadfins'
threnode,threnodes,threnode's,threnodes'
threnody,threnodies,threnody's,threnodies'
thrombus,thrombi,thrombus's|thrombus',thrombi's
thymus,thymi,thymus's|thymus',thymi's
thymus,thymuses,thymus's|thymus',thymuses'
thyroidectomy,thyroidectomies,thyroidectomy's,thyroidectomies'
thyrse,therses,thyrse's,therses'
thyrsus,thyrsi,thyrsus's|thyrsus',thyrsi's
ti,tis,ti's,tis'
tibia,tibiae,tibia's,tibiae's
tibia,tibias,tibia's,tibias'
tical,ticals,tical's,ticals'
tidy,tidies,tidy's,tidies'
tiffany,tiffanies,tiffany's,tiffanies'
tilefish,tilefishes,tilefish's,tilefishes'
timocracy,timocracies,timocracy's,timocracies'
tintinnabulum,tintinnabula,tintinnabulum's,tintinnabula's
tipi,tipis,tipi's,tipis'
tirewoman,tirewomen,tirewoman's,tirewomen's
tiro,tiros,tiro's,tiros'
tiro,tyros,tiro's,tyros'
titi,titis,titi's,titis'
titman,titmen,titman's,titmen's
titmouse,titmice,titmouse's,titmice's
titular,titulars,titular's,titulars'
tiv,tivs,tiv's,tivs'
tizzy,tizzies,tizzy's,tizzies'
tlingit,tlingits,tlingit's,tlingits'
to-do,to-dos,to-do's,to-dos'
toadfish,toadfishes,toadfish's,toadfishes'
toady,toadies,toady's,toadies'
toddy,toddies,toddy's,toddies'
tody,todies,tody's,todies'
toffee,toffees,toffee's,toffees'
toffy,toffies,toffy's,toffies'
tollie,tollies,tollie's,tollies'
tolly,tollies,tolly's,tollies'
toltec,toltecs,toltec's,toltecs'
tombolo,tombolos,tombolo's,tombolos'
tomentum,tomenta,tomentum's,tomenta's
tommy,tommies,tommy's,tommies'
tondo,tondi,tondo's,tondi's
tonga,tongas,tonga's,tongas'
tonneau,tonneaus,tonneau's,tonneaus'
tonneau,tonneaux,tonneau's,tonneaux's
tonsillectomy,tonsillectomies,tonsillectomy's,tonsillectomies'
tonsillotomy,tonsillotomies,tonsillotomy's,tonsillotomies'
tooth,teeth,tooth's,teeth's
toots,tootses,toots's|toots',tootses'
tootsie,tootsies,tootsie's,tootsies'
tootsy,tootsies,tootsy's,tootsies'
tootsy-wootsy,tootsy-wootsies,tootsy-wootsy's,tootsy-wootsies'
topee,topees,topee's,topees'
tophus,tophi,tophus's|tophus',tophi's
topi,topis,topi's,topis'
topminnow,topminnows,topminnow's,topminnows'
topography,topographies,topography's,topographies'
topos,topoi,topos's|topos',topoi's
torero,toreros,torero's,toreros'
torsk,torsks,torsk's,torsks'
torso,torsi,torso's,torsi's
torso,torsos,torso's,torsos'
torus,tori,torus's|torus',tori's
touraco,touracos,touraco's,touracos'
townsman,townsmen,townsman's,townsmen's
trabecula,trabeculae,trabecula's,trabeculae's
trachea,tracheae,trachea's,tracheae's
tracheostomy,tracheostomies,tracheostomy's,tracheostomies'
tracheotomy,tracheotomies,tracheotomy's,tracheotomies'
trackman,trackmen,trackman's,trackmen's
tradesman,tradesmen,tradesman's,tradesmen's
traditor,traditores,traditor's,traditores'
traditor,traditors,traditor's,traditors'
tragedy,tragedies,tragedy's,tragedies'
tragicomedy,tragicomedies,tragicomedy's,tragicomedies'
tragus,tragi,tragus's|tragus',tragi's
transparency,transparencies,transparency's,transparencies'
trapezium,trapezia,trapezium's,trapezia's
trapezium,trapeziums,trapezium's,trapeziums'
trapezius,trapeziuses,trapezius's|trapezius',trapeziuses'
trapezohedron,trapezohedra,trapezohedron's,trapezohedra's
trapezohedron,trapezohedrons,trapezohedron's,trapezohedrons'
trapunto,trapuntos,trapunto's,trapuntos'
trauma,traumas,trauma's,traumas'
trauma,traumata,trauma's,traumata's
tremolo,tremolos,tremolo's,tremolos'
trencherman,trenchermen,trencherman's,trenchermen's
treponema,treponemas,treponema's,treponemas'
treponema,treponemata,treponema's,treponemata's
treponeme,treponemes,treponeme's,treponemes'
triarchy,triarchies,triarchy's,triarchies'
tribesman,tribesmen,tribesman's,tribesmen's
triceps,tricepses,triceps's|triceps',tricepses'
trichina,trichinae,trichina's,trichinae's
trichotomy,trichotomies,trichotomy's,trichotomies'
triclinium,tricliniia,triclinium's,tricliniia's
triennium,triennia,triennium's,triennia's
triennium,trienniums,triennium's,trienniums'
trierarchy,trierarchies,trierarchy's,trierarchies'
triforium,triforia,triforium's,triforia's
triggerfish,triggerfishes,triggerfish's,triggerfishes'
trihedron,trihedra,trihedron's,trihedra's
trihedron,trihedrons,trihedron's,trihedrons'
trilby,trilbies,trilby's,trilbies'
trilogy,trilogies,trilogy's,trilogies'
trio,trios,trio's,trios'
tripletail,tripletails,tripletail's,tripletails'
tripody,tripodies,tripody's,tripodies'
triskele,triskeles,triskele's,triskeles'
triskelion,triskelia,triskelion's,triskelia's
trisoctahedron,trisoctahedra,trisoctahedron's,trisoctahedra's
trisoctahedron,trisoctahedrons,trisoctahedron's,trisoctahedrons'
triumvir,triumviri,triumvir's,triumviri's
triumvir,triumvirs,triumvir's,triumvirs'
trivium,triviia,trivium's,triviia's
triweekly,triweeklies,triweekly's,triweeklies'
trochlea,trochleae,trochlea's,trochleae's
tropaeolum,tropaeola,tropaeolum's,tropaeola's
tropaeolum,tropaeolums,tropaeolum's,tropaeolums'
trophy,trophies,trophy's,trophies'
tropology,tropologies,tropology's,tropologies'
trou-de-loup,trous-de-loup,trou-de-loup's,trous-de-loup's
trousseau,trousseaus,trousseau's,trousseaus'
trousseau,trousseaux,trousseau's,trousseaux's
trout,trouts,trout's,trouts'
trunkfish,trunkfishes,trunkfish's,trunkfishes'
tryma,trymata,tryma's,trymata's
tsonga,tsongas,tsonga's,tsongas'
tswana,tswanas,tswana's,tswanas'
tuareg,tuaregs,tuareg's,tuaregs'
tuba,tubae,tuba's,tubae's
tuba,tubas,tuba's,tubas'
tubifex,tubifexes,tubifex's,tubifexes'
tummy,tummies,tummy's,tummies'
tuna,tunas,tuna's,tunas'
tungus,tunguses,tungus's|tungus',tunguses'
tunny,tunnies,tunny's,tunnies'
tupamaro,tupamaros,tupamaro's,tupamaros'
tupelo,tupelos,tupelo's,tupelos'
tupi,tupis,tupi's,tupis'
turaco,touracos,turaco's,touracos'
turaco,turacos,turaco's,turacos'
turbot,turbots,turbot's,turbots'
turco,turcos,turco's,turcos'
turf,turfs,turf's,turfs'
turf,turves,turf's,turves'
turfman,turfmen,turfman's,turfmen's
turkey,turkeys,turkey's,turkeys'
turkman,turkmen,turkman's,turkmen's
turkoman,turkomans,turkoman's,turkomans'
tuscarora,tuscaroras,tuscarora's,tuscaroras'
tutelar,tutelars,tutelar's,tutelars'
tutsi,tutsis,tutsi's,tutsis'
tuxedo,tuxedos,tuxedo's,tuxedos'
tweeny,tweenies,tweeny's,tweenies'
twelvemo,twelvemos,twelvemo's,twelvemos'
twi,twis,twi's,twis'
two-ply,two-plies,two-ply's,two-plies'
tympanum,tympana,tympanum's,tympana's
tympanum,tympanums,tympanum's,tympanums'
tympany,tympanies,tympany's,tympanies'
typo,typos,typo's,typos'
tyranny,tyrannies,tyranny's,tyrannies'
tyro,tyros,tyro's,tyros'
ubermensch,ubermenschen,ubermensch's,ubermenschen's
udo,udos,udo's,udos'
ugli,uglies,ugli's,uglies'
ugli,uglis,ugli's,uglis'
uighur,uigurs,uighur's,uigurs'
ulna,ulnae,ulna's,ulnae's
ulna,ulnas,ulna's,ulnas'
ulsterman,ulstermen,ulsterman's,ulstermen's
ultimatum,ultimata,ultimatum's,ultimata's
ultimatum,ultimatums,ultimatum's,ultimatums'
umbilicus,umbilici,umbilicus's|umbilicus',umbilici's
umbo,umbones,umbo's,umbones'
umbo,umbos,umbo's,umbos'
umbra,umbrae,umbra's,umbrae's
umbra,umbras,umbra's,umbras'
umpy,umpies,umpy's,umpies'
uncinus,uncicini,uncinus's|uncinus',uncicini's
unco,uncos,unco's,uncos'
uncus,unci,uncus's|uncus',unci's
underbelly,underbellies,underbelly's,underbellies'
underbody,underbodies,underbody's,underbodies'
understudy,understudies,understudy's,understudies'
unguis,ungues,unguis's|unguis',ungues'
ungula,ungulae,ungula's,ungulae's
uraeus,uraeuses,uraeus's|uraeus',uraeuses'
uranalysis,uranalyses,uranalysis's|uranalysis',uranalyses'
uredinium,uredinia,uredinium's,uredinia's
uredinium,uredinidinia,uredinium's,uredinidinia's
uredium,uredidia,uredium's,uredidia's
uredo,uredines,uredo's,uredines'
uredosorus,uredososori,uredosorus's|uredosorus',uredososori's
urethra,urethrae,urethra's,urethrae's
urethra,urethras,urethra's,urethras'
urinalysis,urinalyses,urinalysis's|urinalysis',urinalyses'
urus,uruses,urus's|urus',uruses'
ute,utes,ute's,utes'
uterus,uteri,uterus's|uterus',uteri's
utricle,utricles,utricle's,utricles'
utriculus,utriculi,utriculus's|utriculus',utriculi's
uvula,uvulae,uvula's,uvulae's
uvula,uvulas,uvula's,uvulas'
uzbek,uzbeks,uzbek's,uzbeks'
vacancy,vacancies,vacancy's,vacancies'
vacuum,vacua,vacuum's,vacua's
vacuum,vacuums,vacuum's,vacuums'
vagina,vaginae,vagina's,vaginae's
vagina,vaginas,vagina's,vaginas'
vagotomy,vagotomies,vagotomy's,vagotomies'
vagrancy,vagrancies,vagrancy's,vagrancies'
vagus,vagi,vagus's|vagus',vagi's
valence,valencies,valence's,valencies'
valency,valencies,valency's,valencies'
valetudinarian,valetudinarians,valetudinarian's,valetudinarians'
vallecula,valleculae,vallecula's,valleculae's
vaporetto,vaporetti,vaporetto's,vaporetti's
vaporetto,vaporettos,vaporetto's,vaporettos'
varicotomy,varicotomies,varicotomy's,varicotomies'
varix,varices,varix's,varices'
vas,vasa,vas's|vas',vasa's
vasculum,vascula,vasculum's,vascula's
vasculum,vasculums,vasculum's,vasculums'
vasectomy,vasectomies,vasectomy's,vasectomies'
vedda,veddas,vedda's,veddas'
velamen,velalamina,velamen's,velalamina's
velarium,velarlaria,velarium's,velarlaria's
velum,vela,velum's,vela's
vena,venae,vena's,venae's
venda,vendas,venda's,vendas'
vendace,vendaces,vendace's,vendaces'
venireman,veniremen,venireman's,veniremen's
ventriculus,ventriculi,ventriculus's|ventriculus',ventriculi's
vermis,vermes,vermis's|vermis',vermes'
verruca,verrucae,verruca's,verrucae's
verruca,verrucas,verruca's,verrucas'
verso,versos,verso's,versos'
vertebra,vertebrae,vertebra's,vertebrae's
vertebra,vertebras,vertebra's,vertebras'
vertex,vertexes,vertex's,vertexes'
vertex,vertices,vertex's,vertices'
vertigo,vertigines,vertigo's,vertigines'
vesica,vesicae,vesica's,vesicae's
vesicant,vesicants,vesicant's,vesicants'
vestryman,vestrymen,vestryman's,vestrymen's
vexillum,vexilla,vexillum's,vexilla's
viaticum,viatica,viaticum's,viatica's
viaticum,viaticums,viaticum's,viaticums'
viator,viatores,viator's,viatores'
vibraculum,vibracula,vibraculum's,vibracula's
vibrato,vibratos,vibrato's,vibratos'
vibrio,vibrios,vibrio's,vibrios'
vibrissa,vibrissae,vibrissa's,vibrissae's
vice-chairman,vice-chairman,vice-chairman's,vice-chairman's
video,videos,video's,videos'
villainy,villainies,villainy's,villainies'
villanella,villanellas,villanella's,villanellas'
villus,villi,villus's|villus',villi's
vimen,vimina,vimen's,vimina's
vinculum,vincula,vinculum's,vincula's
vino,vinos,vino's,vinos'
violoncello,violoncellos,violoncello's,violoncellos'
virtuoso,virtuosi,virtuoso's,virtuosi's
virtuoso,virtuosos,virtuoso's,virtuosos'
virus,viruses,virus's|virus',viruses'
vis,vires,vis's|vis',vires'
visa,visas,visa's,visas'
visayan,visayans,visayan's,visayans'
vita,vitae,vita's,vitae's
vitellus,vitelli,vitellus's|vitellus',vitelli's
vitellus,vitelluses,vitellus's|vitellus',vitelluses'
vitta,vittae,vitta's,vittae's
vivarium,vivariia,vivarium's,vivariia's
vivarium,vivariums,vivarium's,vivariums'
vogul,voguls,vogul's,voguls'
volkslied,volkslieder,volkslied's,volkslieder's
volta,volte,volta's,volte's
volva,volvae,volva's,volvae's
volva,volvas,volva's,volvas'
volvulus,volvuluses,volvulus's|volvulus',volvuluses'
vomitus,vomituses,vomitus's|vomitus',vomituses'
voodoo,voodoos,voodoo's,voodoos'
vortex,vortexes,vortex's,vortexes'
vortex,vortices,vortex's,vortices'
vorticella,vorticellae,vorticella's,vorticellae's
votyak,votyaks,votyak's,votyaks'
vox,voces,vox's,voces'
vulva,vulvae,vulva's,vulvae's
vulva,vulvas,vulva's,vulvas'
waddy,waddies,waddy's,waddies'
wadi,wadies,wadi's,wadies'
wady,wadies,wady's,wadies'
wagon-lit,wagons-lits,wagon-lit's,wagons-lits'
wahabi,wahhabis,wahabi's,wahhabis'
wahhabi,wahhabis,wahhabi's,wahhabis'
wahoo,wahoos,wahoo's,wahoos'
walkie-talkie,walkie-talkies,walkie-talkie's,walkie-talkies'
walky-talky,walkie-talkies,walky-talky's,walkie-talkies'
wallaby,wallabies,wallaby's,wallabies'
wallaroo,wallaroos,wallaroo's,wallaroos'
walleye,walleyes,walleye's,walleyes'
wally,wallies,wally's,wallies'
walrus,walruses,walrus's|walrus',walruses'
wanderjahr,wanderjahre,wanderjahr's,wanderjahre's
wanderoo,wanderoos,wanderoo's,wanderoos'
wapiti,wapitis,wapiti's,wapitis'
ward-heeler,ward-heelers,ward-heeler's,ward-heelers'
warehouseman,warehousemen,warehouseman's,warehousemen's
washerwoman,washerwomen,washerwoman's,washerwomen's
washman,washermen,washman's,washermen's
washwoman,washwomen,washwoman's,washwomen's
watchman,watchmen,watchman's,watchmen's
waterman,watermen,waterman's,watermen's
watusi,watusis,watusi's,watusis'
weakfish,weakfishes,weakfish's,weakfishes'
weasel,weasels,weasel's,weasels'
weatherman,weathermen,weatherman's,weathermen's
weekly,weeklies,weekly's,weeklies'
weepy,weepies,weepy's,weepies'
weirdie,weirdies,weirdie's,weirdies'
weirdo,weirdos,weirdo's,weirdos'
welshman,welshmen,welshman's,welshmen's
welshmen,welshwomen,welshmen's,welshwomen's
welshwoman,welshwomen,welshwoman's,welshwomen's
werewolf,werewolves,werewolf's,werewolves'
westerly,westerlies,westerly's,westerlies'
whale,whales,whale's,whales'
wharf,wharfs,wharf's,wharfs'
wharf,wharves,wharf's,wharves'
wheelie,wheelies,wheelie's,wheelies'
whimsey,whimseys,whimsey's,whimseys'
whimsy,whimsies,whimsy's,whimsies'
whinny,whinnies,whinny's,whinnies'
whipper-in,whippers-in,whipper-in's,whippers-in's
whisky,whiskies,whisky's,whiskies'
whitefish,whitefishes,whitefish's,whitefishes'
whitefly,whiteflies,whitefly's,whiteflies'
why,whys,why's,whys'
wicopy,wicopies,wicopy's,wicopies'
wife,wives,wife's,wives'
